combination,K,silhouette_score
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,2,0.1407185196876526
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,3,0.13074520230293274
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,4,0.1146618127822876
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,5,0.13042590022087097
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,6,0.1344471424818039
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,7,0.14031986892223358
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,8,0.157607764005661
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,9,0.14584282040596008
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,10,0.15511001646518707
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,11,0.17325742542743683
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,12,0.1713385432958603
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,13,0.1823398619890213
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,14,0.17022846639156342
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,15,0.19897863268852234
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,16,0.18949554860591888
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,17,0.20100998878479004
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,18,0.20938508212566376
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,19,0.2230609506368637
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,20,0.2174554467201233
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,21,0.2049425095319748
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,22,0.22785955667495728
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,23,0.23936937749385834
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,24,0.24663570523262024
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,25,0.24917250871658325
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,26,0.25163108110427856
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,27,0.2721652686595917
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,28,0.2665838897228241
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,29,0.278827041387558
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Roswell Park,30,0.2871142327785492
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,2,0.11967317759990692
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,3,0.12681534886360168
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,4,0.11208169907331467
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,5,0.1210988387465477
